,Sample_ID,fileID,fullsample_ID,sample_id_r,sampCode,armsCode,siteType,site,sitelocality0,sitelocality,temp,salinity,depth,temp_mean,turbidity_m,turbidity_std_indv,turbidity_std_rank,latitude,longitude,locality,fraction,relativeAbundance,numberOTUs,Shannon,Simpson,Pielou,Margalef,Chao1,ACE,fileID_normalized,arms,type,core_value,CHL_OM,CHL_OSD,SPM_OM,SPM_OSD,BBP_OM,BBP_OSD,PP_mean,PP_sd,CDM_OM,CDM_OSD
SH21707,primers.trimmed.1392.008.SH21707.COI.08.SESS_F_filt,primers-trimmed-1392-008-SH21707-COI-08-SESS_F_filt.fastq.gz,SH21707-COI-08-SESS,08_ALDcoral_SESSILE,alderdice_arms_08_sessile,Alderdice_08_sessile,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.68,36.51,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,sessile,59334,708,5.966240558,0.95447812,0.909149164,64.32572128,733.9345794,749.0220955,primers.trimmed.1392.008.SH21707.COI.08.SESS_F_filt.fastq.gz,8,arms,08_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21708,primers.trimmed.1392.009.SH21708.COI.09.SESS_F_filt,primers-trimmed-1392-009-SH21708-COI-09-SESS_F_filt.fastq.gz,SH21708-COI-09-SESS,09_ALDcoral_SESSILE,alderdice_arms_09_sessile,Alderdice_09_sessile,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.93,36.37,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,sessile,73398,720,5.366645971,0.911101194,0.815692515,64.17550297,752.9166667,767.1908533,primers.trimmed.1392.009.SH21708.COI.09.SESS_F_filt.fastq.gz,9,arms,09_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21748,primers.trimmed.1392.050.SH21748.COI.07.100_F_filt,primers-trimmed-1392-050-SH21748-COI-07-100_F_filt.fastq.gz,SH21748-COI-07-100,07_ALDcoral_100,alderdice_arms_07_100,Alderdice_07_100,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,20.04,36.35,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,100,53214,832,6.906285019,0.979592521,1.027135206,76.36409992,869.5263158,885.591284,primers.trimmed.1392.050.SH21748.COI.07.100_F_filt.fastq.gz,7,arms,07_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21749,primers.trimmed.1392.051.SH21749.COI.07.500_F_filt,primers-trimmed-1392-051-SH21749-COI-07-500_F_filt.fastq.gz,SH21749-COI-07-500,07_ALDcoral_500,alderdice_arms_07_500,Alderdice_07_500,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,20.04,36.35,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,500,54460,471,5.94268145,0.962055735,0.965526964,43.09861918,500.546875,512.4507227,primers.trimmed.1392.051.SH21749.COI.07.500_F_filt.fastq.gz,7,arms,07_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21750,primers.trimmed.1392.052.SH21750.COI.08.100_F_filt,primers-trimmed-1392-052-SH21750-COI-08-100_F_filt.fastq.gz,SH21750-COI-08-100,08_ALDcoral_100,alderdice_arms_08_100,Alderdice_08_100,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.68,36.51,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,100,51785,796,6.691481413,0.972212125,1.001778883,73.23911196,825.8508772,840.341464,primers.trimmed.1392.052.SH21750.COI.08.100_F_filt.fastq.gz,8,arms,08_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21751,primers.trimmed.1392.053.SH21751.COI.08.500_F_filt,primers-trimmed-1392-053-SH21751-COI-08-500_F_filt.fastq.gz,SH21751-COI-08-500,08_ALDcoral_500,alderdice_arms_08_500,Alderdice_08_500,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.68,36.51,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,500,52891,499,6.309956383,0.974768311,1.015669799,45.78894151,513.3333333,521.6814501,primers.trimmed.1392.053.SH21751.COI.08.500_F_filt.fastq.gz,8,arms,08_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21752,primers.trimmed.1392.054.SH21752.COI.09.100_F_filt,primers-trimmed-1392-054-SH21752-COI-09-100_F_filt.fastq.gz,SH21752-COI-09-100,09_ALDcoral_100,alderdice_arms_09_100,Alderdice_09_100,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.93,36.37,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,100,50708,670,5.827241172,0.944691597,0.895496001,61.75096399,715.0352941,720.315876,primers.trimmed.1392.054.SH21752.COI.09.100_F_filt.fastq.gz,9,arms,09_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21753,primers.trimmed.1392.055.SH21753.COI.09.500_F_filt,primers-trimmed-1392-055-SH21753-COI-09-500_F_filt.fastq.gz,SH21753-COI-09-500,09_ALDcoral_500,alderdice_arms_09_500,Alderdice_09_500,Alderdice_coral,Alderdice,Alderdice_coral,Alderdice_deep1,19.93,36.37,82,20.74898104,2.5,-1.259244887,11.28571429,28.095,-92.00577,coral,500,56829,511,6.140575357,0.968366764,0.984639423,46.58469328,544,553.5652075,primers.trimmed.1392.055.SH21753.COI.09.500_F_filt.fastq.gz,9,arms,09_ALDcoral,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21709,primers.trimmed.1392.010.SH21709.COI.10.SESS_F_filt,primers-trimmed-1392-010-SH21709-COI-10-SESS_F_filt.fastq.gz,SH21709-COI-10-SESS,10_ALDback_SESSILE,alderdice_arms_10_sessile,Alderdice_10_sessile,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.16,36.48,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,sessile,53749,679,5.859349628,0.948908733,0.898587652,62.24706197,701.1320755,715.7970122,primers.trimmed.1392.010.SH21709.COI.10.SESS_F_filt.fastq.gz,10,arms,10_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21710,primers.trimmed.1392.011.SH21710.COI.11.SESS_F_filt,primers-trimmed-1392-011-SH21710-COI-11-SESS_F_filt.fastq.gz,SH21710-COI-11-SESS,11_ALDback_SESSILE,alderdice_arms_11_sessile,Alderdice_11_sessile,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.04,36.39,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,sessile,61127,725,6.063762412,0.948663378,0.920680895,65.69450328,744.4680851,753.2031654,primers.trimmed.1392.011.SH21710.COI.11.SESS_F_filt.fastq.gz,11,arms,11_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21711,primers.trimmed.1392.012.SH21711.COI.12.SESS_F_filt,primers-trimmed-1392-012-SH21711-COI-12-SESS_F_filt.fastq.gz,SH21711-COI-12-SESS,12_ALDback_SESSILE,alderdice_arms_12_sessile,Alderdice_12_sessile,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.07,36.45,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,sessile,56153,715,6.151707491,0.957818403,0.936007765,65.28993668,756.4455446,770.0604942,primers.trimmed.1392.012.SH21711.COI.12.SESS_F_filt.fastq.gz,12,arms,12_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21754,primers.trimmed.1392.056.SH21754.COI.10.100_F_filt,primers-trimmed-1392-056-SH21754-COI-10-100_F_filt.fastq.gz,SH21754-COI-10-100,10_ALDback_100,alderdice_arms_10_100,Alderdice_10_100,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.16,36.48,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,100,49260,849,6.537984897,0.965758736,0.969443582,78.48314535,878.0854701,888.7575074,primers.trimmed.1392.056.SH21754.COI.10.100_F_filt.fastq.gz,10,arms,10_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21755,primers.trimmed.1392.057.SH21755.COI.10.500_F_filt,primers-trimmed-1392-057-SH21755-COI-10-500_F_filt.fastq.gz,SH21755-COI-10-500,10_ALDback_500,alderdice_arms_10_500,Alderdice_10_500,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.16,36.48,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,500,51730,517,5.940087772,0.955978419,0.95071175,47.54098335,547.0175439,551.4972895,primers.trimmed.1392.057.SH21755.COI.10.500_F_filt.fastq.gz,10,arms,10_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21756,primers.trimmed.1392.058.SH21756.COI.11.100_F_filt,primers-trimmed-1392-058-SH21756-COI-11-100_F_filt.fastq.gz,SH21756-COI-11-100,11_ALDback_100,alderdice_arms_11_100,Alderdice_11_100,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.04,36.39,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,100,54196,909,6.11644395,0.930910122,0.897847051,83.29998288,941.1126761,959.3577439,primers.trimmed.1392.058.SH21756.COI.11.100_F_filt.fastq.gz,11,arms,11_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21757,primers.trimmed.1392.059.SH21757.COI.11.500_F_filt,primers-trimmed-1392-059-SH21757-COI-11-500_F_filt.fastq.gz,SH21757-COI-11-500,11_ALDback_500,alderdice_arms_11_500,Alderdice_11_500,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.04,36.39,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,500,53451,428,5.629653101,0.95678624,0.929120092,39.22281643,444.2295082,453.6948951,primers.trimmed.1392.059.SH21757.COI.11.500_F_filt.fastq.gz,11,arms,11_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21758,primers.trimmed.1392.060.SH21758.COI.12.100_F_filt,primers-trimmed-1392-060-SH21758-COI-12-100_F_filt.fastq.gz,SH21758-COI-12-100,12_ALDback_100,alderdice_arms_12_100,Alderdice_12_100,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.07,36.45,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,100,50210,743,5.80818592,0.937648463,0.878604292,68.55156057,765.5909091,776.3972062,primers.trimmed.1392.060.SH21758.COI.12.100_F_filt.fastq.gz,12,arms,12_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21759,primers.trimmed.1392.061.SH21759.COI.12.500_F_filt,primers-trimmed-1392-061-SH21759-COI-12-500_F_filt.fastq.gz,SH21759-COI-12-500,12_ALDback_500,alderdice_arms_12_500,Alderdice_12_500,Alderdice_background,Alderdice,Alderdice_background,Alderdice_deep2,20.07,36.45,82,20.667979,2.4,-1.268254255,11.71428571,28.09505,-92.00566,background,500,47678,472,5.601399889,0.954408583,0.909764334,43.72355614,492.625,505.4815504,primers.trimmed.1392.061.SH21759.COI.12.500_F_filt.fastq.gz,12,arms,12_ALDback,0.337864695,0.197913082,0.350568751,0.048853292,0.003409053,0.002819578,607.4360417,275.2269718,0.022482118,0.010904829
SH21714,primers.trimmed.1392.015.SH21714.COI.15.SESS_F_filt,primers-trimmed-1392-015-SH21714-COI-15-SESS_F_filt.fastq.gz,SH21714-COI-15-SESS,15_ALDshal_SESSILE,alderdice_arms_15_sessile,Alderdice_15_sessile,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.74,36.31,64,22.07338829,9.4,0.643101869,3.285714286,28.07689,-91.99263,shallow,sessile,58253,791,6.261325764,0.962976406,0.938265576,71.99784345,827.1132075,834.3791387,primers.trimmed.1392.015.SH21714.COI.15.SESS_F_filt.fastq.gz,15,arms,15_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21764,primers.trimmed.1392.066.SH21764.COI.15.100_F_filt,primers-trimmed-1392-066-SH21764-COI-15-100_F_filt.fastq.gz,SH21764-COI-15-100,15_ALDshal_100,alderdice_arms_15_100,Alderdice_15_100,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.74,36.31,64,22.07338829,9.4,0.643101869,3.285714286,28.07689,-91.99263,shallow,100,61038,1131,7.282027107,0.982794441,1.035723897,102.5477964,1177.190789,1190.542316,primers.trimmed.1392.066.SH21764.COI.15.100_F_filt.fastq.gz,15,arms,15_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21765,primers.trimmed.1392.067.SH21765.COI.15.500_F_filt,primers-trimmed-1392-067-SH21765-COI-15-500_F_filt.fastq.gz,SH21765-COI-15-500,15_ALDshal_500,alderdice_arms_15_500,Alderdice_15_500,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.74,36.31,64,22.07338829,9.4,0.643101869,3.285714286,28.07689,-91.99263,shallow,500,53932,579,5.448060737,0.918912656,0.856437932,53.04952499,603.5666667,620.1726313,primers.trimmed.1392.067.SH21765.COI.15.500_F_filt.fastq.gz,15,arms,15_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21713,primers.trimmed.1392.014.SH21713.COI.14.SESS_F_filt,primers-trimmed-1392-014-SH21713-COI-14-SESS_F_filt.fastq.gz,SH21713-COI-14-SESS,14_ALDshal_SESSILE,alderdice_arms_14_sessile,Alderdice_14_sessile,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.33,65,22.07338829,9.4,0.643101869,3.285714286,28.07679,-91.99259,shallow,sessile,58035,802,6.097956495,0.95659848,0.911897332,73.02529779,839.248,855.551333,primers.trimmed.1392.014.SH21713.COI.14.SESS_F_filt.fastq.gz,14,arms,14_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21762,primers.trimmed.1392.064.SH21762.COI.14.100_F_filt,primers-trimmed-1392-064-SH21762-COI-14-100_F_filt.fastq.gz,SH21762-COI-14-100,14_ALDshal_100,alderdice_arms_14_100,Alderdice_14_100,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.33,65,22.07338829,9.4,0.643101869,3.285714286,28.07679,-91.99259,shallow,100,48020,1082,6.900704155,0.959798266,0.987710372,100.2841272,1108.405556,1129.809882,primers.trimmed.1392.064.SH21762.COI.14.100_F_filt.fastq.gz,14,arms,14_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21763,primers.trimmed.1392.065.SH21763.COI.14.500_F_filt,primers-trimmed-1392-065-SH21763-COI-14-500_F_filt.fastq.gz,SH21763-COI-14-500,14_ALDshal_500,alderdice_arms_14_500,Alderdice_14_500,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.33,65,22.07338829,9.4,0.643101869,3.285714286,28.07679,-91.99259,shallow,500,47940,663,6.386606651,0.973111061,0.983042611,61.42309228,679.6923077,694.5541304,primers.trimmed.1392.065.SH21763.COI.14.500_F_filt.fastq.gz,14,arms,14_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21712,primers.trimmed.1392.013.SH21712.COI.13.SESS_F_filt,primers-trimmed-1392-013-SH21712-COI-13-SESS_F_filt.fastq.gz,SH21712-COI-13-SESS,13_ALDshal_SESSILE,alderdice_arms_13_sessile,Alderdice_13_sessile,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.31,66,22.07338829,9.4,0.643101869,3.285714286,28.07683,-91.99257,shallow,sessile,56160,802,5.824944562,0.934312249,0.871070728,73.24459829,830.2142857,840.480753,primers.trimmed.1392.013.SH21712.COI.13.SESS_F_filt.fastq.gz,13,arms,13_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21760,primers.trimmed.1392.062.SH21760.COI.13.100_F_filt,primers-trimmed-1392-062-SH21760-COI-13-100_F_filt.fastq.gz,SH21760-COI-13-100,13_ALDshal_100,alderdice_arms_13_100,Alderdice_13_100,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.31,66,22.07338829,9.4,0.643101869,3.285714286,28.07683,-91.99257,shallow,100,45594,986,7.058266964,0.980619245,1.023878563,91.81981973,1024.220779,1042.509716,primers.trimmed.1392.062.SH21760.COI.13.100_F_filt.fastq.gz,13,arms,13_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21761,primers.trimmed.1392.063.SH21761.COI.13.500_F_filt,primers-trimmed-1392-063-SH21761-COI-13-500_F_filt.fastq.gz,SH21761-COI-13-500,13_ALDshal_500,alderdice_arms_13_500,Alderdice_13_500,Alderdice_shallow,Alderdice,Alderdice_shallow,Alderdice_shallow,22.67,36.31,66,22.07338829,9.4,0.643101869,3.285714286,28.07683,-91.99257,shallow,500,47702,630,6.136086509,0.963750725,0.951962958,58.38817843,663.8446602,680.2144051,primers.trimmed.1392.063.SH21761.COI.13.500_F_filt.fastq.gz,13,arms,13_ALDshal,0.336908298,0.197052189,0.351977674,0.061679745,0.003401876,0.00283786,606.3402579,271.7147134,0.022469506,0.011131206
SH21703,primers.trimmed.1392.004.SH21703.COI.04.SESS_F_filt,primers-trimmed-1392-004-SH21703-COI-04-SESS_F_filt.fastq.gz,SH21703-COI-04-SESS,04_DIAcoral_SESSILE,diaphus_arms_04_sessile,Diaphus_04_sessile,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,21.32,35.4,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,sessile,70065,685,5.614779915,0.946615931,0.859920317,61.30582119,718.2869565,736.3724676,primers.trimmed.1392.004.SH21703.COI.04.SESS_F_filt.fastq.gz,4,arms,04_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21704,primers.trimmed.1392.005.SH21704.COI.05.SESS_F_filt,primers-trimmed-1392-005-SH21704-COI-05-SESS_F_filt.fastq.gz,SH21704-COI-05-SESS,05_DIAcoral_SESSILE,diaphus_arms_05_sessile,Diaphus_05_sessile,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20,35.24,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,sessile,83871,616,5.142712411,0.92274769,0.800640617,54.24698698,647.3186813,661.6585151,primers.trimmed.1392.005.SH21704.COI.05.SESS_F_filt.fastq.gz,5,arms,05_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21705,primers.trimmed.1392.006.SH21705.COI.06.SESS_F_filt,primers-trimmed-1392-006-SH21705-COI-06-SESS_F_filt.fastq.gz,SH21705-COI-06-SESS,06_DIAcoral_SESSILE,diaphus_arms_06_sessile,Diaphus_06_sessile,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20.94,35.38,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,sessile,50578,593,5.728195476,0.95808703,0.897105886,54.65655384,630.3956044,645.7719383,primers.trimmed.1392.006.SH21705.COI.06.SESS_F_filt.fastq.gz,6,arms,06_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21742,primers.trimmed.1392.043.SH21742.COI.04.100_F_filt,primers-trimmed-1392-043-SH21742-COI-04-100_F_filt.fastq.gz,SH21742-COI-04-100,04_DIAcoral_100,diaphus_arms_04_100,Diaphus_04_100,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,21.32,35.4,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,100,59276,796,6.723495107,0.974905079,1.00657164,72.33875426,829.4017857,845.0339944,primers.trimmed.1392.043.SH21742.COI.04.100_F_filt.fastq.gz,4,arms,04_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21743,primers.trimmed.1392.044.SH21743.COI.04.500_F_filt,primers-trimmed-1392-044-SH21743-COI-04-500_F_filt.fastq.gz,SH21743-COI-04-500,04_DIAcoral_500,diaphus_arms_04_500,Diaphus_04_500,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,21.32,35.4,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,500,57466,613,6.027483312,0.959671305,0.939099502,55.84477253,640.7804878,649.4962209,primers.trimmed.1392.044.SH21743.COI.04.500_F_filt.fastq.gz,4,arms,04_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21744,primers.trimmed.1392.046.SH21744.COI.05.100_F_filt,primers-trimmed-1392-046-SH21744-COI-05-100_F_filt.fastq.gz,SH21744-COI-05-100,05_DIAcoral_100,diaphus_arms_05_100,Diaphus_05_100,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20,35.24,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,100,52883,944,6.722559836,0.963904394,0.981377521,86.70596867,988.8794326,1004.655362,primers.trimmed.1392.046.SH21744.COI.05.100_F_filt.fastq.gz,5,arms,05_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21745,primers.trimmed.1392.047.SH21745.COI.05.500_F_filt,primers-trimmed-1392-047-SH21745-COI-05-500_F_filt.fastq.gz,SH21745-COI-05-500,05_DIAcoral_500,diaphus_arms_05_500,Diaphus_05_500,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20,35.24,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,500,51254,556,6.291012511,0.974103109,0.995292379,51.17778553,591,598.6926804,primers.trimmed.1392.047.SH21745.COI.05.500_F_filt.fastq.gz,5,arms,05_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21746,primers.trimmed.1392.048.SH21746.COI.06.100_F_filt,primers-trimmed-1392-048-SH21746-COI-06-100_F_filt.fastq.gz,SH21746-COI-06-100,06_DIAcoral_100,diaphus_arms_06_100,Diaphus_06_100,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20.94,35.38,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,100,55342,697,6.568799521,0.973643571,1.003362583,63.72875055,739.5,746.4569412,primers.trimmed.1392.048.SH21746.COI.06.100_F_filt.fastq.gz,6,arms,06_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21747,primers.trimmed.1392.049.SH21747.COI.06.500_F_filt,primers-trimmed-1392-049-SH21747-COI-06-500_F_filt.fastq.gz,SH21747-COI-06-500,06_DIAcoral_500,diaphus_arms_06_500,Diaphus_06_500,Diaphus_coral,Diaphus,Diaphus_coral,Diaphus_deep1,20.94,35.38,81,20.9929086,6.8,-0.079022007,6.428571429,28.088209,-90.701406,coral,500,56311,471,5.866149644,0.962023743,0.95309259,42.96692985,515.5423729,519.9208665,primers.trimmed.1392.049.SH21747.COI.06.500_F_filt.fastq.gz,6,arms,06_DIAcoral,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21700,primers.trimmed.1392.001.SH21700.COI.01.SESS_F_filt,primers-trimmed-1392-001-SH21700-COI-01-SESS_F_filt.fastq.gz,SH21700-COI-01-SESS,01_DIAback_SESSILE,diaphus_arms_01_sessile,Diaphus_01_sessile,Diaphus_background,Diaphus,Diaphus_background,Diaphus_deep2,20.73,35.5,82,20.9721062,7.3,0.059390634,5.285714286,28.088295,-90.701405,background,sessile,88471,715,5.899069011,0.962438411,0.897567774,62.68420017,737.697479,754.871303,primers.trimmed.1392.001.SH21700.COI.01.SESS_F_filt.fastq.gz,1,arms,01_DIAback,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21701,primers.trimmed.1392.002.SH21701.COI.02.SESS_F_filt,primers-trimmed-1392-002-SH21701-COI-02-SESS_F_filt.fastq.gz,SH21701-COI-02-SESS,02_DIAback_SESSILE,diaphus_arms_02_sessile,Diaphus_02_sessile,Diaphus_background,Diaphus,Diaphus_background,Diaphus_deep2,20.72,35.5,82,20.9721062,7.3,0.059390634,5.285714286,28.088295,-90.701405,background,sessile,67247,682,6.121560565,0.964577116,0.938165937,61.26234055,730.1149425,737.2174246,primers.trimmed.1392.002.SH21701.COI.02.SESS_F_filt.fastq.gz,2,arms,02_DIAback,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
SH21702,primers.trimmed.1392.003.SH21702.COI.03.SESS_F_filt,primers-trimmed-1392-003-SH21702-COI-03-SESS_F_filt.fastq.gz,SH21702-COI-03-SESS,03_DIAback_SESSILE,diaphus_arms_03_sessile,Diaphus_03_sessile,Diaphus_background,Diaphus,Diaphus_background,Diaphus_deep2,20.72,35.49,82,20.9721062,7.3,0.059390634,5.285714286,28.088295,-90.701405,background,sessile,78903,823,5.793481461,0.952378812,0.863029832,72.89835552,854.7857143,871.3859585,primers.trimmed.1392.003.SH21702.COI.03.SESS_F_filt.fastq.gz,3,arms,03_DIAback,0.972071466,0.649046634,0.354330131,0.046937782,0.007821843,0.006290709,1130.930271,571.2333109,0.045245748,0.023652779
